product,date,title,rating,body
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on August 17, 2017",Good system//1.5 year update,3.0,"Initial review and 1.5 year update.After one full week of usage, I'm ready to review the YI 1080P camera system.  Take that description with a grain of salt, because you get more than just a simple camera at a price that's almost stupidly low.  Over the next few paragraphs I'll go over the included hardware, features, setup and value and compare each of those aspects to other systems on the market.  Start your engines.So let's talk about the included hardware.  Each camera comes in a small box similar to a new cell phone.  They are so small that you will believe that they've forgotten something.  Nope, inside that tiny box is everything for a single camera system.  Open it up and you'll get the camera itself which is attached to its own base and, again, like a cell phone, a micro USB cord and outlet plug.  This means that if anything ever happens to your power cord, you can get a spare very quickly.  You'll also get some literature on setup and all that, which is pretty standard.  There is no base unit like Arlo has.  It's just a camera, similar to the Piper/Nest/most other systems.  The quality of the hardware is also very decent.  We all know the quality difference between Lego and Duplo, an iPad and a $60 tablet, a Yugo and a Honda.  These cameras are decent quality.  Maybe not at Nest standard, but good all the same.  They are not Duplo or Yugo but won't break the bank like Nest will.  That about sums it up for the hardware or included materials.  As I stated earlier, the box the camera comes in is super small, so if you order two cameras like I did, you'll be underwhelmed at the size of the box they come in.  Don't worry, good things come in small packages too.Moving on to features.  These 1080P YI cameras come with a boatload of features.  You can of course view them from your phone in and outside of your wifi network, so if you are at work and want to check in on your home, you can do that.  They have two way audio so you can talk with someone or mess with your cats while you are away (not that I've ever done this...).  Is it nighttime?  No problem, these have very decent night vision capability, so they can see in pitch black darkness.  Did something move over there?  These sense motion and record it.  Is something in the room always moving, like a fan but don't want that to set off the motion detection?  You can select a specific area of the room to detect motion in, and not other areas, so if you have animals like cats or dogs that roam around during the day, set the selection area higher so it won't detect them.  You can also set the motion sensitivity and alert frequency.  Maybe your cat is chasing a reflection on a wall from an open window and you don't want to constantly get an update every few seconds.  You can set the frequency lower and get fewer notifications.  You can also take videos or pictures of what your camera sees at will.  Of course all of this motion and recording can be set up to be stored on the YI servers or be saved to a micro SD card (not included, but you can get a 32 gb Samsung from Amazon for $12) for further review.  Have a set schedule?  Maybe you don't want it to record motion at night, but you are gone for ten hours during the day.  Set it up to record while you are gone.  You can of course turn it off at will from your phone.  There's also a crying baby setting.  I don't have a baby, nor am I going to borrow one to test the feature, but it does exist.  I'm guessing that it will listen specifically for that type of sound and send notifications specifically for it.  You can also add a bunch of cameras to a single system and jump between those cameras at will.  YI also makes a camera that can move and pivot 360 degrees.  I have no idea if that camera would integrate into this system, but I bet it would.  Most other good systems on the market have something along these features, so its par for the course here.  The lack of a giant siren that the Arlo system has can be seen as a downside, but none of the other major systems have these either, so take that how you want.So what about setting these things up?  How hard is it?  What's involved?  Well, this can be accomplished in just a few really simple steps.  The first thing you want to make sure of; that your phone you are using to set these up is on the same network as the cameras will be.  I run two separate wifi networks, a 2.5 and a 5ghz.  These cameras will currently only work on 2.5 ghz, so I had to jump over to the other network, no big deal.  So first, download the YI Home app and start it up.  Let the system guide you from here.  It will show you everything you need to know, but it's pretty basic.  Next you'll hit a small plus button to add a camera.  Plug in your YI camera and wait.  It will take about 30 seconds to turn itself on and it will begin talking.  Click on the app that you've heard the camera speak and your phone will display a barcode.  Simply show this barcode to the camera and it will log into the network.  That simple.  Then you simply set up the preferences I spoke about in the features area above.  It's so simple that a child could do it.Value.  Here it is.  If you've read this far, you know what's coming.  This system represents a value that cannot be ignored.  I bought it figuring that if I didn't like it, I'd force Amazon to take it back.  At $60 a camera, I figured I'd either get a great deal or return it to get something else.  Luckily, I got a fantastic deal.  For two cameras and two micro SD cards I'm well under the cost of a single Nest/Piper camera or the dual camera Arlo system.  The features and hardware quality are a serious contender against nearly any other system on the market.  Look, I know how it appears; cheap Chinese made cameras with an app system that can't be good, with features that probably don't really work.  All of that is wrong except for the ""cheap"" part, and that doesn't apply to the camera build quality.  This system WILL impress you.  It is however a more basic system in terms of its compatability with other things you may have in your home already.  I doubt that it will integrate with Alexa or any other system.  It's its own thing, and that's not bad.  The value is clearly there though and is easily seen once you directly compare this system to just about any other system on the market.  There is no reason to take my word for it, so go and view a couple of youtube videos and watch for yourself.  You can read any of my other reviews, and I think you'll find a common theme; value.  I always look for the value in something, especially in lower priced options.  Sure, the Nest cameras are nice.  Yes, the Piper system is good.  But at $60 a camera, are those systems worth $x more?  No, not to me they aren't.  I bought two cameras and the only thing I regret is not buying another one.  Maybe I'll remedy that right now....1.5 year update!!!So what's life been like with this camera system over the past year and a half?  Well, the road is bumpy and there are some faults, but overall, for the price you pay, it's a decent system.  Let's start with the good.The software seems to receive updates every few months, so that shows that the developers continue to work on the system.  The overall quality of the equipment is still good, no complaints here.  I did try out their premium service by paying for a subscription, and it worked well, but I didn't continue it as I just didn't think it added any value.The bad stuff.  Well, interacting with the system while away from home is mixed.  Occasionally I just can't access the cameras, and it isn't like I don't have good signal.  The system is laggy and it can take quite a while to get a live image to show up on the phone.  Sometimes you simply can't get one no matter how hard you try.  I usually just wait a few minutes and try again.There was a period of time a while back where no notifications would show up about movement detected.  I'd randomly open the app and see a pile of movement notifications that the system never let me know about....that angered me a great deal.  So I unplugged the cameras and logged out of the system to try to reboot the whole setup and it didn't work.  It took a whole update from the company to finally get notifications back.And the last problem I have with this system, is that sometimes it will tell me that there was movement on one of the cameras and when I go to look at the video, it gives me an error that simply says the video isn't playable.  This doesn't happen often, maybe around 5% of the time or so, but still, that shouldn't happen, ever.I deducted two stars from the review because of these failures.  I'm still using the system and I do think it's worth the money you pay for it, but it's far from perfect.  It's a great way to get into home security for low cost, but if you want something with more stability, look to higher priced options."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 13, 2017",Product is decent-privacy policy shows company is invasive.,1.0,The camera is incredibly easy to set up. The picture is decent for the price. The view perimeter is not great but good. I gave this a 1 star rating due to the privacy policy they make you agree to before you use their service/app. I am not comfortable with the invasiveness of the company so I am returning it. They are allowed to track about everything you do. I would highly recommend you read and become familiar with how they use your information before buying this product.Camera itself: probably would rate 3-4 stars (it would serve its purpose just fine)Company practices with their use of our information: that is what is driving my 1 star rating.
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on May 22, 2018",After updates it worked..,4.0,"I would've given this 5 Stars, no hesitation..but it lasted one week is all. I had noticed a slight degradation of the video quality the night before, two nights before that I noticed it wouldn't hold HD settings..instead of 1080P it looked more like 480p. In actuality it worked for only 4 days. Tonight when I went to power it up, the yellow light came on briefly, it made two clicks then the App showed an unknown error. The 'power on' button wouldn't respond at all.Edited & updated 6/27/18: After the camera had received updates it began to work what would be considered 'normal' again. So I've changed my rating to 4 stars, as I've used it extensively since. I will now most likely be getting at least one more in the near future."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on August 23, 2020","Affordable but works very well, good quality",5.0,"The media could not be loaded.
                



 *** 10/8/2020 ***They changed it back to normal and you can now view clips from the camera without subscribing to a plan. Thank you Yi Camera.*** 9/23/2020 **** Changed from 5 stars to 1 star: Very disappointed, it looks like you now need a subscription plan to review clips that the camera records based on activity (this was the best feature of the camera). Without a plan you can only view live footage from the cameras. i have 3 cameras and this is disappointing...----I’ve had several Yi cameras for years now and I can highly recommend this model (I have a yi dome camera but I actually like this mode better, it’s much smaller and seems to offer a wide enough angle without the bulk and moving parts) Yi camera is great, no need for any monthly subscription and the camera just works well. I love the ability to see any motion clips in the past which is really convenient. I use them to Monitor the kids when I’m at work and it works really well. Also when away on vacation, nice to have peace of mind and just check in to make sure there hasn’t been any activity. The microphone works okay, the two way calling isn’t great but I wouldn’t call that a huge downside. I tried the wyze camera but I think the yi camera is of higher build quality. I have one yi dome camera which is able to pan side to side but I think the angle of view of the basic yi camera is enough. The night vision works well. Pairing the camera is fairly straightforward. I would say highly recommend and buy a few for your house."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on April 16, 2017",Easy setup! We have used Insteon cameras,5.0,"Easy setup!  We have used Insteon cameras, Arlo cameras, and also have a Samsung camera, which we are having issues with already.  Capabilities of the YI 1080P camera are comparable to other cameras we have paid a lot more for.  Picture is very clear.  We can rotate camera easily with cell phone.  Voice out of the camera is good quality.  Changing settings and schedule of monitoring is easy, but a little more limited than others.  This camera meets all of my requirements for a simple security solution, and I would take this for indoor use above any other cameras we have used, and the price is considerably less than the manufactures listed above.  I would highly recommend this camera, but we have not yet used the Micro SD card for storage yet, and we still are impressed with what we are getting"
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on August 16, 2017",Couldn't get it to connect. Beware app permissions.,2.0,"Could not get it to connect, despite several attempts. I work in IT and have extensive experience with computer networks, cameras, wireless security, and performing firmware updates. However I couldn't get this thing anywhere beyond ""WAITING TO CONNECT"" playing loudly. (Sure that would be fun when the camera resets itself in the middle of the night!)  The recommended firmware update process did not adequately provide all information, such as renaming the update file to xxxxx.BIN. As it is, there is no way to tell if the update is actually working.I would also recommend considering the required permissions before installing the required Yi Home App. How much do you trust this company to give them carte blanche on your phone in addition to a video camera in your home?This app has access to:* Device & app history (Allows the app to view one or more of: information about activity on the device, which apps are running, browsing history and bookmarks)* Identity (Uses one or more of: accounts on the device, profile data)* Photos/Media/Files (Uses one or more of: files on the device such as images, videos, or audio, the device's external storage)* Camera (Uses the device's camera(s))* Microphone (Uses the device's microphone(s))* Wi-Fi connection information (Allows the app to view information about Wi-Fi networking, such as whether Wi-Fi is enabled and names of connected Wi-Fi devices)* Device ID & call information (Allows the app to determine the phone number and device IDs, whether a call is active, and the remote number connected by a call )Other (Access download manager: download files without notification; full license to interact across users)Some of these are acceptable given the app's functionality, but why would it need access to know my browsing history and bookmarks? My identity and phone number? Download files without notification?No thanks, deleted. Camera is going back too."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on January 6, 2019",Great product for the price.,5.0,"Yi is a sub division of Xiaomi  that specializes in various types of cameras. They usually make pretty high quality stuff that pack lots of features at an affordable price point, this product is no exception. It comes well packaged and includes a 6ft micro usb cable and charging brick. The camera itself is very stylish and has a clean design.  I was very surprised when I first powered up the camera and heard the clarity of the speaker in the camera.The YI Home App is very intuitive and guides you step by step. This is a smart camera so it will need to connect to wifi to complete the set up and it will let you know this too. There is also space for an SD card (i believe 32gb is the max) and this is where the camera will store its recorded footage too. There is also the option to connect to the Yi cloud service for a monthly fee and this will give you the benefit of viewing and downloading footage wherever you are. I personally did not try this method.Once you setup the camera in your desired place the actual image quality isnt bad. It gives you too quality options which are SD & HD, the latter takes more recording space but is clearer. I really love the intercom feature where you can speak through the app and your voice can be heard from the camera. This is really neat. The built in mic picks up sound easily and this can be heard through your smartphone, there is also the option to disable it.The app itself is very clean and has a lot of parameters for adjustment which is great to see in a camera of this price point. If you are home and your phone and camera are on the same wifi network, you can get a live stream of the footage in addition to that you can also scrub backwards through the app to see if you missed anything.All in all I will highly recommend it.Please note, some reviewers have said that the cameras transmit data to some server located in china. I haven't checked this to verify but even if it does it will be transmitting footage of an empty gallery and backyard. Oh well."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on February 22, 2018","Mediocre Product, Lacks Features, TERRIBLE CUSTOMER SERVICE!",1.0,"I purchased 3 of these back in November 2017, and have been using them for almost 4 months.  Originally, I had these set up on the default wireless router we received from AT&T with our Fiber internet and the connection was very spotty.  The app shows the data transfer rate in the lower right-hand corner of the video feed and it would jump between 0KB/s and about 80KB/s.  All three were in different parts of the house, and varying distances from the wifi router, and each had the same difficulty.  I upgraded my wifi to a whole-home mesh system (which I planned to do regardless of the issues with the cameras) and the connectivity improved somewhat, but was still not consistent, even with one of the cameras sitting less than a foot from one of the wifi points.  I've tested other similar cameras (Wyze, Nest) in the same places as I have these and had absolutely no issues with them.  I also have a number of connected devices (Google Home, video doorbell, Chromecast, etc.) and have absolutely no issues with those.I contacted customer support and they responded quickly, within a day.  I explained the issues and after some back and forth, was told to connect them to a different network, because my network was not compatible with the cameras.  I asked what type of network was compatible with them and was given a list of network settings.  I double checked my network settings and they all matched the list I was given.  The customer service rep, Taylor, was dismissive, stating that there isn't a problem with the product.  If all 3 cameras are experiencing the same issue, it must be my network.  Well, if all 3 of these cameras are experiencing the same problem, and other products do not, maybe it is a problem with the product.  Maybe the product is junk.  So, I submitted a support ticket to return the cameras since they are not compatible with my network.  It's been a week and I haven't heard anything.Regarding the baby crying detection feature, it's pretty terrible.  It would send us an alert only when our kids were laughing, never if they were crying.  The app is decent, although I've found settings will randomly change, and not because of an update.  They just seem to have a mind of their own and will change on a whim.  For instance, you can choose whether you want your view to be in HD, SD, or Auto.  These settings seem to be different, regardless of which setting I've chosen, each time I open the app.Whether or not I'm able to return these, I'll be switching to the Wyze cameras.  They're less than half the cost, the app is WAY better and they have far more features.  They also give you free cloud storage.  Don't waste your money on a mediocre product from a terrible company."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on February 25, 2019",Notifications Do Not work. Fair pic. quality only.,1.0,"Stopped sending notifications after update. At first you had to open app. to receive push. Then it stopped notifying at all. 1 camera won't play timeline. Tried shutting off video and photos to cloud, clearing cache and resetting.  Tried erasing app and cameras with reset. No luck. Very frustrating. Picture is only fair+. Night image fair to poor. Too bad."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on April 29, 2019","Awsome Price, Product, Shipping & GREAT Tech Support 1-844-234-8492 (M-F 8-4PM PST)",5.0,"Pro:The 720p YI camera I bought 2 yrs ago lost its intercom sound so at this low price I just bought another one and this one is 1080p. BEST of all YI now has an app to view cameras on our computers (windows or mac) but we can only adjust settings or use the intercom via iPhone or Tablet. I use my Kindle Fire tablet. BIG PRO: They have the best tech support: 1-844-234-8492 (M-F 8-4PM PST)Con:I had a couple problems and spent hours trying to Google and fix them until I found their tech support phone number: 1-844-234-8492. They fixed the problems ASAP. They have the BES Tech Support! To get connected there is a + sign on the top right of the camera screen but I was looking in the settings. Poof, clicked the + sign and got connected.  I can see both cameras on my tablet and my windows computer. TOO COOL!UPDATE: 5/3/2019I rebooted my old camera and now it's intercom works again. To cool.One downside about the new camera is that there is no ""Motion AREA"" adjustment in the software. I called them and they said there is a fix for that due out in a week. I use mine outside (under a glass fishbowl to weatherproof it) and the tree  leaf motion sets it off so either I can set it for no recording or constant recording so the ""Motion Area"" adjustment is very important to me."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on January 4, 2021","My third Yi cam...so far, so good.",5.0,"This is my third Yi camera. I bought two previously about 2 months back and was impressed enough to purchase a third one.As with the others, the user interface is very good, connectivity is solid and despite some false alerts here and there, it capture motion fairly well.I did purchase a new TP Link router before I installed the cameras and so far I haven't had any connection problems. I can almost always pull up my camera feed immediately and even if it has to buffer before loading, it's only a few seconds.Range is impressive with the cameras as well. I have two probably about 20 feet from our router but the third one is probably about 50 feet away, outside of our house and inside our shed. Connectivity is perfect so far despite the distance.The only real drawback I've found is night vision is not perfect. You definitely need the camera free of glare with a decent amount of ambient light in its field of view to work well in the dark. Day time footage is quite clear, but it may take some trial and error to get low light footage to be acceptable.Ultimately, it's an impressive feature set for the price. Its performance in the dark isn't stellar, and you'll get a few false alarms here and there but coupled with a good connection and an SD card is a capable little camera for the money."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on October 9, 2017",Great Quality for the Cost,5.0,"As I live alone in a managed apartment building, I wanted to install a camera to monitor the inside of my apartment when I am not home. Mainly, I want to be alerted when maintenance or building management enters my apartment for maintenance requests. Additionally, as I have a cat and I sometimes am gone for a night - I wanted to be able to monitor his activity and ensure he's fairing well.1. Very easy to set up. It connected without any trouble to my WiFi and was very user-friendly. The app is a breeze.2. I purchased the micro chip SD card separately so clips are saved beyond the 24 feed (until the card is full and then it will begin to record over itself).3. It's very lightweight, so though it is meant to be sat atop a table or shelf, I used the Command Velcro Strips and wall-mounted it for a birds eye view of my apartment. Works like a charm.4. I like the intercom feature. I am able to talk through it - whether it be to someone inside the apartment or the cat (hey, he gets lonely) and the microphone in the camera can pick up replies as well.5. My favorite part is that you can choose when you receive alerts. Obviously, when I'm home on the weekend, I don't want an alert every time I pass in front of the camera so I set it to weekdays only. From there, you can even choose the hours during which you get alerts. So if you work 9am-5pm, you just set it up for those hours and a nifty alert with a 6 second clip of what triggered the alert is available via the app.Great camera for easy indoor use. I would definitely recommend as the quality of the image and sound can't be beat at this price point."
